date,close
2023-06-06,11.150000229053198
2023-06-07,11.430738564938485
2023-06-08,11.539771149401208
2023-06-09,11.360033080701637
2023-06-12,11.587642188553625
2023-06-13,11.708116548037973
2023-06-14,11.583142074173878
2023-06-15,11.64102155241872
2023-06-16,11.498297740766375
2023-06-19,11.319288218645024
2023-06-20,11.429888628078892
2023-06-21,11.492786084586877
2023-06-26,11.46181988464919
2023-06-27,11.072738631997154
2023-06-28,10.688448840137562
2023-06-29,10.588771928120803
2023-06-30,10.236955019592443
2023-07-03,10.371111605194361
2023-07-04,10.58873586095885
2023-07-05,10.53229115477582
2023-07-06,10.286537772968249
2023-07-07,10.521739012062808
2023-07-10,10.426327913533603
2023-07-11,10.227898190515027
2023-07-12,10.054594101183236
2023-07-13,9.994015458277671
2023-07-14,10.199120476585492
2023-07-17,10.237078350539782
2023-07-18,10.209439727318141
2023-07-19,10.09412555966794
2023-07-20,10.23358671690012
2023-07-21,10.100735302564733
2023-07-24,9.931507427429453
2023-07-25,10.004916350846575
2023-07-26,10.18334314747749
2023-07-27,10.257127402902864
2023-07-28,10.11015808078621
2023-07-31,10.176334447044244
2023-08-01,10.26185441761416
2023-08-02,10.383636656984958
2023-08-03,10.44763755680436
2023-08-04,10.197456421094742
2023-08-07,10.38595971596164
2023-08-08,10.568163675156313
2023-08-09,10.453615375728095
2023-08-10,10.47652378416267
2023-08-11,10.649435691516295
2023-08-14,10.294160826654352
2023-08-15,10.328541028228223
2023-08-16,10.23471930033605
2023-08-17,9.873969008856104
2023-08-18,9.938618368483985
2023-08-21,9.711593780909485
2023-08-22,9.715560713536444
2023-08-23,9.848412544818679
2023-08-24,9.890381572150524
2023-08-25,9.820668991420579
2023-08-28,9.617287037893933
2023-08-29,9.594038768360264
2023-08-30,9.807444207167825
2023-08-31,10.015820570504019
2023-09-01,9.976139894210043
2023-09-04,9.859617596525451
2023-09-05,10.013433503385702
2023-09-06,10.022378955991114
2023-09-07,10.143892150834219
2023-09-08,10.098924177591014
2023-09-11,10.31089721110894
2023-09-12,10.261264845459497
2023-09-13,10.248019161295872
2023-09-14,10.0834392294298
2023-09-15,9.88991527348723
2023-09-18,9.906411875953035
2023-09-19,9.9090314176888
2023-09-20,9.827946822665208
2023-09-21,9.786236368851604
2023-09-22,9.712922494147115
2023-09-25,9.982526775463437
2023-09-26,10.32437594531687
2023-09-27,10.163941813563136
2023-09-28,10.15474774189818
2023-10-09,10.289642368515148
2023-10-10,10.180765307092877
2023-10-11,10.477411983159994
2023-10-12,10.541616333472543
2023-10-13,10.468444649384523
2023-10-16,10.480923069661063
2023-10-17,10.473620668721953
2023-10-18,10.663236019569084
