date,close
2023-06-06,9.300000299096109
2023-06-07,9.178357819718212
2023-06-08,8.999146204850005
2023-06-09,9.090529217433438
2023-06-12,8.970911460051457
2023-06-13,9.007261200070218
2023-06-14,9.299034475479527
2023-06-15,9.448646658323328
2023-06-16,9.128489649456103
2023-06-19,9.21712032002325
2023-06-20,9.337125585664769
2023-06-21,9.274625392217413
2023-06-26,8.904140044056408
2023-06-27,8.493032970978986
2023-06-28,8.683057958891698
2023-06-29,8.390635293589996
2023-06-30,8.209772120375884
2023-07-03,8.012754021970057
2023-07-04,8.07253337863863
2023-07-05,8.045300238921001
2023-07-06,8.041069003741063
2023-07-07,7.999747011522449
2023-07-10,7.933920641845939
2023-07-11,7.915048354538202
2023-07-12,7.737332711940503
2023-07-13,7.650947274815887
2023-07-14,7.76681479096801
2023-07-17,7.9551694087346
2023-07-18,8.060347058979858
2023-07-19,8.031413623203303
2023-07-20,8.062504790289767
2023-07-21,7.891548223440839
2023-07-24,7.897240199093256
2023-07-25,7.836969090837991
2023-07-26,8.019888807894654
2023-07-27,7.842592048912683
2023-07-28,7.671299084058523
2023-07-31,7.651177489072101
2023-08-01,7.767407149423139
2023-08-02,7.656007466272664
2023-08-03,7.594756925800377
2023-08-04,7.601880187183511
2023-08-07,7.940228357587329
2023-08-08,7.9751061204533595
2023-08-09,7.975229322279597
2023-08-10,7.9631370495647245
2023-08-11,7.832905615456049
2023-08-14,7.887033205537789
2023-08-15,8.317795537303144
2023-08-16,8.772282187460554
2023-08-17,8.961182266707864
2023-08-18,8.868158939516075
2023-08-21,8.501916188330412
2023-08-22,8.943896939444198
2023-08-23,9.305778286553076
2023-08-24,9.158516484428445
2023-08-25,9.158966143921628
2023-08-28,8.66133348161989
2023-08-29,8.280661805190757
2023-08-30,8.227665801905285
2023-08-31,8.463551825529361
2023-09-01,8.425346931698067
2023-09-04,8.411449559074219
2023-09-05,8.380982990459286
2023-09-06,8.383596374701067
2023-09-07,8.29191678109046
2023-09-08,8.788800190953836
2023-09-11,8.906323837354048
2023-09-12,9.10681266944123
2023-09-13,8.988571646657682
2023-09-14,8.777182461612576
2023-09-15,8.80121634467691
2023-09-18,8.631517455435505
2023-09-19,8.707029543775922
2023-09-20,8.485189677588147
2023-09-21,8.348266311049349
2023-09-22,8.620564080910366
2023-09-25,8.687328583315375
2023-09-26,8.8595505309808
2023-09-27,8.897878497941214
2023-09-28,8.904392515504394
2023-10-09,8.634579454238986
2023-10-10,8.523150387843309
2023-10-11,8.807291918683905
2023-10-12,8.608226708116788
2023-10-13,8.854163332955245
2023-10-16,8.757208529677428
2023-10-17,8.735062333923995
2023-10-18,8.734563269753163
2023-10-19,8.388819566406351
2023-10-20,8.180300852879085
2023-10-23,8.117186164152539
2023-10-24,8.182159178697855
2023-10-25,8.131679540782425
2023-10-26,8.212131961641468
2023-10-27,8.10554439149061
2023-10-30,8.062691805522386
2023-10-31,8.224378953995094
