date,close
2023-06-06,13.560000106859203
2023-06-07,13.524019277400258
2023-06-08,13.676674327877876
2023-06-09,14.117308252291018
2023-06-12,14.004409366921555
2023-06-13,13.86068929529027
2023-06-14,13.807537613103788
2023-06-15,14.157141689426194
2023-06-16,13.950235624329347
2023-06-19,14.350109201115252
2023-06-20,14.172103044295454
2023-06-21,14.074180972102303
2023-06-26,14.16152462393473
2023-06-27,13.910064459791592
2023-06-28,13.439470251414965
2023-06-29,13.67128140272018
2023-06-30,13.258545268909186
2023-07-03,13.122009204589158
2023-07-04,13.306339170222294
2023-07-05,13.720026079701663
2023-07-06,13.661468653939432
2023-07-07,13.864314970607602
2023-07-10,13.560874437938626
2023-07-11,13.545912626642048
2023-07-12,13.764037831747729
2023-07-13,13.201009055794303
2023-07-14,12.892719056437688
2023-07-17,12.78834946057118
2023-07-18,12.585246362570071
2023-07-19,12.368598751177242
2023-07-20,12.21305479131048
2023-07-21,11.938263797317408
2023-07-24,11.548186077943075
2023-07-25,11.648068088727323
2023-07-26,11.76506210418323
2023-07-27,11.689281518369881
2023-07-28,11.548235633280012
2023-07-31,11.916302640868963
2023-08-01,11.844127196477402
2023-08-02,12.013449317199903
2023-08-03,11.864678748316809
2023-08-04,12.019714948813043
2023-08-07,12.049807112090292
2023-08-08,12.232952810828175
2023-08-09,11.950017308282266
2023-08-10,11.955613104405415
2023-08-11,11.921406557305817
2023-08-14,11.608447909567687
2023-08-15,11.699730206995522
2023-08-16,11.64667213895272
2023-08-17,11.328953626452694
2023-08-18,11.183616940303448
2023-08-21,10.903376480575538
2023-08-22,10.899121535966174
2023-08-23,10.832102003737772
2023-08-24,10.713483969229328
2023-08-25,10.579764779162943
2023-08-28,10.202310854615721
2023-08-29,10.226773128949807
2023-08-30,10.471292578160348
2023-08-31,10.57941106878775
2023-09-01,10.591124982043125
2023-09-04,10.441176597998318
2023-09-05,10.728804488721977
2023-09-06,10.786329328706419
2023-09-07,10.779492153505181
2023-09-08,10.608750572666725
2023-09-11,10.661357648612842
2023-09-12,10.832209334591557
2023-09-13,10.986252959988988
2023-09-14,10.781069961695504
2023-09-15,10.654309980060102
2023-09-18,10.4967537300498
2023-09-19,10.50729631130765
2023-09-20,10.263135555564768
2023-09-21,10.290525640149578
2023-09-22,10.200759261245175
2023-09-25,10.405262407868499
2023-09-26,10.29095432105716
2023-09-27,10.203844917653594
