trade_date,open,high,low,close,vol,pct_chg
2024-01-12,7.22,7.27,7.08,7.1,147296.65,-2.3384
2024-01-15,7.08,7.15,7.02,7.08,86450.85,-0.2817
2024-01-16,7.08,7.09,6.87,7.01,158107.79,-0.9887
2024-01-17,6.99,6.99,6.77,6.78,120767.0,-3.281
2024-01-18,6.68,6.84,6.54,6.77,200559.78,-0.1475
2024-01-19,6.78,6.82,6.64,6.66,110561.61,-1.6248
2024-01-22,6.65,6.65,6.16,6.2,196607.46,-6.9069
2024-01-23,6.21,6.31,6.15,6.24,124571.0,0.6452
2024-01-24,6.23,6.35,6.1,6.35,156102.95,1.7628
2024-01-25,6.33,6.74,6.28,6.66,258543.12,4.8819
2024-01-26,6.66,7.33,6.63,7.33,301025.43,10.0601
2024-01-29,7.48,8.06,7.3,7.53,1005020.39,2.7285
2024-01-30,7.2,7.5,6.99,7.13,457684.8,-5.3121
2024-01-31,6.95,7.5,6.76,7.07,550115.56,-0.8415
2024-02-01,6.86,6.86,6.36,6.73,462993.81,-4.8091
2024-02-02,6.68,7.03,6.12,6.31,366758.9,-6.2407
2024-02-05,6.36,6.44,5.68,5.68,354697.46,-9.9842
2024-02-06,5.29,5.88,5.11,5.65,349982.17,-0.5282
2024-02-07,5.66,6.04,5.65,5.7,304825.42,0.885
2024-02-08,5.77,5.98,5.38,5.98,299299.46,4.9123
2024-02-19,6.09,6.57,6.09,6.42,374477.76,7.3579
2024-02-20,6.3,6.97,6.18,6.72,474525.72,4.6729
2024-02-21,6.55,6.84,6.49,6.6,411944.49,-1.7857
2024-02-22,6.67,6.9,6.65,6.8,383502.47,3.0303
2024-02-23,6.89,7.2,6.77,7.1,491267.58,4.4118
2024-02-26,7.12,7.3,6.92,7.09,457230.3,-0.1408
2024-02-27,7.0,7.27,6.96,7.27,455015.77,2.5388
2024-02-28,7.28,7.38,6.67,6.69,535003.86,-7.978
2024-02-29,6.61,7.0,6.56,6.97,329364.89,4.1854
2024-03-01,6.97,7.28,6.97,7.2,433712.6,3.2999
2024-03-04,7.2,7.26,6.98,7.21,349836.8,0.1389
2024-03-05,7.16,7.25,7.05,7.11,269835.6,-1.387
2024-03-06,7.06,7.15,7.0,7.09,241273.17,-0.2813
2024-03-07,7.13,7.2,6.98,6.98,247799.15,-1.5515
2024-03-08,6.98,7.03,6.88,7.01,203733.02,0.4298
2024-03-11,7.01,7.2,6.95,7.16,284929.53,2.1398
2024-03-12,7.2,7.35,7.15,7.26,315878.01,1.3966
2024-03-13,7.36,7.55,7.32,7.39,503213.3,1.7906
2024-03-14,7.31,7.38,7.05,7.16,342889.9,-3.1123
2024-03-15,7.1,7.19,7.05,7.19,189167.0,0.419
2024-03-18,7.19,7.32,7.16,7.31,274393.0,1.669
2024-03-19,7.31,7.35,7.25,7.26,211844.82,-0.684
2024-03-20,7.25,7.32,7.22,7.32,214294.48,0.8264
2024-03-21,7.35,7.43,7.28,7.31,211947.0,-0.1366
2024-03-22,7.31,7.31,7.08,7.19,229407.16,-1.6416
2024-03-25,7.35,7.58,7.2,7.26,597791.82,0.9736
2024-03-26,7.24,7.24,6.9,6.97,369453.75,-3.9945
2024-03-27,6.88,6.91,6.42,6.43,303310.6,-7.7475
2024-03-28,6.41,7.07,6.4,7.07,391731.0,9.9533
2024-03-29,7.07,7.17,6.79,6.94,416879.3,-1.8388
2024-04-01,6.94,7.13,6.94,7.04,263292.33,1.4409
2024-04-02,7.0,7.03,6.81,6.85,225933.59,-2.6989
2024-04-03,6.8,6.84,6.61,6.65,185158.77,-2.9197
2024-04-08,6.64,6.64,6.46,6.48,149971.41,-2.5564
2024-04-09,6.51,6.59,6.47,6.55,102707.15,1.0802
2024-04-10,6.5,6.54,6.25,6.33,162403.23,-3.3588
2024-04-11,6.29,6.42,6.25,6.33,108077.65,0.0
2024-04-12,6.33,6.39,6.24,6.24,91272.45,-1.4218
2024-04-15,6.12,6.2,5.68,5.97,198195.42,-4.3269
2024-04-16,5.88,5.89,5.37,5.37,257030.0,-10.0503
2024-04-17,5.39,5.74,5.39,5.74,179763.0,6.8901
2024-04-18,5.78,5.81,5.6,5.62,164770.6,-2.0906
2024-04-19,5.55,5.62,5.46,5.49,131122.0,-2.3132
2024-04-22,5.48,5.6,5.32,5.53,107079.26,0.7286
2024-04-23,5.52,5.62,5.5,5.6,104987.1,1.2658
2024-04-24,5.58,5.72,5.57,5.72,125569.06,2.1429
2024-04-25,5.67,5.74,5.66,5.67,100504.0,-0.8741
2024-04-26,5.61,5.77,5.61,5.74,143947.62,1.2346
2024-04-29,5.74,5.92,5.74,5.9,168052.52,2.7875
2024-05-06,5.61,5.61,5.61,5.61,2637.0,-4.9153
2024-05-07,5.33,5.33,5.33,5.33,2908.0,-4.9911
2024-05-08,5.06,5.06,5.06,5.06,2088.0,-5.0657
2024-05-09,4.81,4.81,4.81,4.81,10082.0,-4.9407
2024-05-10,4.57,4.57,4.57,4.57,4656.0,-4.9896
2024-05-13,4.34,4.34,4.34,4.34,3728.0,-5.0328
2024-05-14,4.12,4.12,4.12,4.12,7355.0,-5.0691
2024-05-15,3.91,3.91,3.91,3.91,11394.0,-5.0971
2024-05-16,3.71,3.71,3.71,3.71,54903.0,-5.1151
2024-05-17,3.52,3.9,3.52,3.9,937302.78,5.1213
2024-05-20,3.71,3.79,3.71,3.71,422107.47,-4.8718
2024-05-21,3.54,3.67,3.52,3.52,279287.55,-5.1213
2024-05-22,3.36,3.54,3.34,3.34,604021.33,-5.1136
2024-05-23,3.32,3.47,3.32,3.35,441597.46,0.2994
2024-05-24,3.33,3.42,3.18,3.32,520321.66,-0.8955
2024-05-27,3.28,3.33,3.15,3.15,335773.7,-5.1205
2024-05-28,3.06,3.1,2.99,2.99,316678.77,-5.0794
2024-05-29,2.85,2.89,2.84,2.84,203019.42,-5.0167
2024-05-30,2.72,2.75,2.7,2.7,109095.0,-4.9296
2024-05-31,2.57,2.57,2.57,2.57,27936.0,-4.8148
2024-06-03,2.44,2.44,2.44,2.44,11598.0,-5.0584
2024-06-04,2.32,2.32,2.32,2.32,9421.0,-4.918
