trade_date,open,high,low,close,vol,pct_chg
2023-06-06,28.16,28.3,27.32,27.35,61848.36,-3.5614
2023-06-07,27.32,28.9,27.32,28.32,94966.13,3.5466
2023-06-08,28.1,29.8,27.97,29.32,147635.27,3.5311
2023-06-09,32.25,32.25,32.25,32.25,48139.08,9.9932
2023-06-12,35.48,35.48,35.02,35.48,97069.58,10.0155
2023-06-13,35.88,35.99,32.25,32.4,330634.32,-8.6809
2023-06-14,32.3,33.44,31.27,31.3,231941.41,-3.3951
2023-06-15,31.3,31.76,30.52,30.65,167982.13,-2.0767
2023-06-16,30.71,31.01,30.17,30.77,115148.61,0.3915
2023-06-19,30.5,31.72,30.33,31.65,137873.47,2.8599
2023-06-20,31.2,31.33,30.6,30.71,100044.96,-2.97
2023-06-21,30.71,31.69,29.8,31.5,159126.46,2.5725
2023-06-26,30.98,30.99,29.07,29.54,107458.88,-6.2222
2023-06-27,29.32,29.76,29.0,29.72,61957.79,0.6093
2023-06-28,29.63,29.63,27.65,28.6,77741.13,-3.7685
2023-06-29,28.43,29.95,28.38,29.52,71125.0,3.2168
2023-06-30,29.3,30.1,28.91,29.67,60412.07,0.5081
2023-07-03,29.59,29.89,29.06,29.41,42399.31,-0.8763
2023-07-04,29.38,29.87,29.28,29.61,47443.58,0.68
2023-07-05,29.56,29.86,28.77,28.92,50432.36,-2.3303
2023-07-06,28.61,29.85,28.61,29.53,49824.84,2.1093
2023-07-07,29.26,29.8,28.69,28.71,38290.0,-2.7768
2023-07-10,28.71,29.53,28.19,28.21,40330.64,-1.7416
2023-07-11,28.32,29.1,28.22,28.74,36510.52,1.8788
2023-07-12,28.6,29.28,28.02,28.21,43305.84,-1.8441
2023-07-13,28.25,28.93,28.03,28.81,47838.05,2.1269
2023-07-14,28.81,29.56,28.74,29.23,52449.05,1.4578
2023-07-17,29.43,29.5,28.87,29.03,34179.96,-0.6842
2023-07-18,28.88,29.0,28.33,28.38,33638.71,-2.2391
2023-07-19,28.32,28.65,27.93,28.13,26163.92,-0.8809
2023-07-20,28.14,28.15,27.12,27.18,40763.24,-3.3772
2023-07-21,27.12,27.44,26.92,27.03,21560.47,-0.5519
2023-07-24,27.05,27.5,26.69,27.2,20926.12,0.6289
2023-07-25,27.37,27.7,27.34,27.49,23581.0,1.0662
2023-07-26,27.49,27.49,26.73,26.87,23265.24,-2.2554
2023-07-27,26.75,27.09,26.54,26.54,16676.84,-1.2281
2023-07-28,26.56,26.64,26.17,26.32,23645.16,-0.8289
2023-07-31,26.25,26.7,26.2,26.25,26322.0,-0.266
2023-08-01,26.28,26.38,25.9,26.18,20452.68,-0.2667
2023-08-02,26.18,26.53,25.95,26.49,24080.0,1.1841
2023-08-03,26.49,26.55,26.13,26.19,16728.0,-1.1325
2023-08-04,26.2,26.8,26.19,26.74,30439.0,2.1
2023-08-07,26.64,27.08,26.6,26.87,26182.16,0.4862
2023-08-08,26.87,27.05,26.3,26.67,23134.0,-0.7443
2023-08-09,26.53,26.98,26.37,26.4,19203.0,-1.0124
2023-08-10,26.4,26.65,26.22,26.63,14538.0,0.8712
2023-08-11,26.63,26.63,25.79,25.79,23189.0,-3.1543
2023-08-14,25.56,26.55,25.42,26.55,24155.62,2.9469
2023-08-15,26.57,27.08,26.0,26.36,26629.0,-0.7156
2023-08-16,26.25,26.25,25.61,25.64,21076.31,-2.7314
2023-08-17,25.64,26.26,25.2,26.04,19260.0,1.5601
2023-08-18,26.01,26.24,25.35,25.35,20014.0,-2.6498
2023-08-21,25.37,26.28,25.35,25.6,23680.68,0.9862
2023-08-22,25.81,26.24,25.34,26.2,28582.94,2.3438
2023-08-23,26.07,26.07,25.37,25.37,22796.0,-3.1679
2023-08-24,25.6,25.65,24.77,25.12,21399.0,-0.9854
2023-08-25,24.87,24.98,23.94,24.11,27732.32,-4.0207
2023-08-28,25.14,25.48,24.01,24.14,25460.74,0.1244
2023-08-29,24.06,25.27,24.03,25.2,31580.0,4.3911
2023-08-30,24.8,25.74,24.73,25.41,38225.84,0.8333
2023-08-31,25.25,25.63,25.0,25.48,20957.68,0.2755
2023-09-01,25.48,25.59,24.9,25.0,19948.0,-1.8838
2023-09-04,25.17,25.55,24.91,25.55,23925.84,2.2
2023-09-05,25.43,25.75,25.3,25.44,19900.0,-0.4305
2023-09-06,25.37,26.05,25.2,26.05,28024.12,2.3978
2023-09-07,25.93,26.04,25.31,25.35,25350.0,-2.6871
2023-09-08,25.47,25.65,25.13,25.52,17207.37,0.6706
2023-09-11,25.42,25.96,25.23,25.75,18182.79,0.9013
2023-09-12,25.65,26.27,25.59,26.19,32975.14,1.7087
2023-09-13,26.05,26.07,24.8,25.13,41154.0,-4.0473
2023-09-14,25.14,25.93,24.81,25.17,28649.12,0.1592
2023-09-15,25.21,25.27,24.5,24.51,22784.5,-2.6222
2023-09-18,24.51,24.68,24.24,24.42,14105.0,-0.3672
2023-09-19,24.36,24.36,23.88,24.06,15222.09,-1.4742
2023-09-20,24.11,24.93,24.06,24.31,22049.09,1.0391
2023-09-21,24.5,26.19,24.4,25.09,46174.48,3.2086
2023-09-22,24.9,25.58,24.28,25.55,40802.48,1.8334
2023-09-25,25.9,26.14,25.37,25.57,29678.21,0.0783
2023-09-26,25.61,26.85,25.14,26.45,75245.93,3.4415
2023-09-27,26.01,26.22,25.62,25.66,55733.01,-2.9868
2023-09-28,25.7,26.54,25.58,26.2,49401.84,2.1044
2023-10-09,26.0,26.2,25.62,25.97,31125.84,-0.8779
2023-10-10,26.19,26.5,26.0,26.12,39461.48,0.5776
2023-10-11,26.05,26.25,25.72,25.9,30357.79,-0.8423
2023-10-12,26.09,26.14,25.51,25.68,27791.99,-0.8494
2023-10-13,25.45,25.84,25.38,25.51,20769.12,-0.662
2023-10-16,25.39,25.59,24.99,25.2,23116.0,-1.2152
